sale_id,sale_date,customer_id,product_id,quantity,unit_price,total_amount,store_id,payment_type,discount
2486,2017.08.01,710.0,X300,3,N/A,error,S03,CASH,10
2487,2015-11-12,119.0,X300,-1,3094,-3094,,NetBanking,N/A
2488,27/08/2025,566.0,107,one,"₹2,403",error,S02,upi,10
2489,Dec 01 2018,662.0,X300,0,"₹4,263",0, ,card,10
2490,Mar 07 2023,535.0,X300,3,3409,10227, ,NetBanking,5%
2491,2021-07-11,353.0,3,0,0,0,S02,CASH,5%
2492,Aug 15 2019,57.0,67,-1,"₹3,182",-3182, ,Credit Card,N/A
2493,2020-07-03,438.0,25,1,"₹1,879",1879, ,card,5%
2494,Feb 02 2021,1286.0,X300,1,"₹1,884",1884,S02,Credit Card,N/A
2495,03/06/2015,209.0,114,2,"₹2,545",5348,S03,card,N/A
2496,01/08/2019,525.0,247,one,0,error,S02,NetBanking,0
2497,2020.04.11,231.0,384,0,N/A,error,S01,CASH,0
2498,2025-11-23,777.0,X300,3,N/A,error,S03,Credit Card,10
2499,05/10/2020,583.0,,-1,0,0,,cash ,5%
2500,Feb 29 2024,648.0,X300,0,"₹3,897",0, ,card,5%
2501,2016.07.20,221.0,,-1,"₹1,652",-1652,S01,CASH,0
2502,31/08/2021,1075.0,351,0,4543,0,S02,upi,0
2503,2020-03-19,730.0,X300,2,0,0,S02,upi,-50
2504,2025-03-27,31.0,X300,one,3250,error,,card,10
2505,2016-03-25,1594.0,,one,1531,error,S02,NetBanking,N/A
2506,Jul 27 2016,480.0,X300,-1,4559,-4559,,cash ,-50
2507,17/11/2020,550.0,X300,0,"₹4,595",0,S01,CASH,0
2508,2017.04.30,1217.0,X300,0,0,0,S03,card,10
2509,2022.03.15,1070.0,,one,"₹2,959",error,,CASH,5%
2510,2022-04-01,180.0,X300,1,"₹2,336",2293,S02,CASH,-50
2511,Oct 13 2025,1319.0,X300,1,0,0,,CASH,10
2512,20/06/2018,392.0,,2,"₹1,705",3854,,CASH,0
2513,2018.05.07,76.0,418,one,421,error, ,CASH,0
2514,2023-01-29,1512.0,,one,0,error,S02,NetBanking,-50
2515,Feb 08 2024,1229.0,452,2,0,0, ,cash ,-50
2516,2024-02-21,497.0,222,1,N/A,error,,card,5%
2517,2015-11-25,1522.0,,one,₹667,error,,NetBanking,-50
2518,09/11/2023,613.0,X300,one,N/A,error,,NetBanking,5%
2519,Mar 31 2024,772.0,,1,2863,2732,S01,Credit Card,10
2520,2024-05-08,191.0,,-1,0,0,S03,NetBanking,-50
2521,2018-06-06,1257.0,X300,1,2526,2166,S01,CASH,-50
2522,2018.12.02,1263.0,,-1,"₹1,722",-1722,S03,Credit Card,10
2523,15/03/2021,345.0,,0,0,0,,NetBanking,N/A
2524,02/09/2022,925.0,174,0,0,-177,S01,upi,5%
2525,2021-11-09,672.0,X300,1,N/A,error,,NetBanking,10
2526,2016.04.10,336.0,X300,0,N/A,error,S02,card,-50
2527,14/07/2016,525.0,,-1,"₹4,378",-4378,S02,CASH,5%
2528,2017-09-03,322.0,347,3,0,-352,S01,card,N/A
2529,2022.03.05,552.0,X300,2,N/A,error,S01,upi,0
2530,2025-04-01,94.0,X300,2,0,-155,S02,upi,10
2531,26/10/2020,408.0,,-1,"₹2,609",-2524,S02,card,5%
2532,2016-09-14,173.0,X300,2,"₹4,343",8686,S01,Credit Card,10
2533,Nov 05 2020,260.0,91,0,0,26,S02,NetBanking,-50
2534,19/03/2024,1000.0,,3,N/A,error,S02,card,0
2535,2021.12.01,754.0,X300,one,"₹4,305",error,S02,card,5%
2536,22/08/2025,1139.0,X300,one,0,error, ,Credit Card,10
2537,Feb 16 2024,1598.0,X300,one,₹131,error,S02,upi,-50
2538,13/07/2016,1535.0,X300,-1,0,0,S03,card,-50
2539,14/11/2019,263.0,X300,1,"₹2,726",2726,S02,CASH,0
2540,09/12/2015,468.0,285,1,0,0,,card,10
2541,2017.01.11,439.0,,-1,0,0,S01,CASH,-50
2542,Aug 07 2020,952.0,76,1,0,0,S01,cash ,0
2543,25/06/2023,22.0,,one,"₹2,086",error, ,CASH,5%
2544,05/11/2024,1135.0,,0,0,0,S01,Credit Card,-50
2545,2015-03-11,483.0,X300,1,"₹4,553",4553, ,upi,-50
2546,Sep 04 2021,1595.0,210,1,0,0,S03,cash ,-50
2547,2022.03.14,1050.0,,one,N/A,error,S03,cash ,N/A
2548,2024.11.02,472.0,,one,N/A,error, ,NetBanking,10
2549,2017-06-02,164.0,,2,N/A,error,,NetBanking,N/A
2550,Feb 28 2018,1534.0,180,2,₹890,1780, ,Credit Card,-50
2551,2023-08-21,1052.0,X300,0,N/A,error,,NetBanking,5%
2552,2023-04-26,462.0,537,one,2467,error,S01,CASH,0
2553,05/05/2017,121.0,,-1,N/A,error, ,CASH,-50
2554,11/07/2015,466.0,163,-1,"₹4,903",-4903,S02,CASH,-50
2555,2015.08.21,188.0,X300,2,N/A,error,S02,cash ,10
2556,12/04/2024,1504.0,,3,1117,3351,S01,CASH,10
2557,2021.02.01,1437.0,,one,N/A,error,S02,upi,10
2558,2021.06.10,1439.0,X300,2,N/A,error,S03,upi,5%
2559,2024.07.18,573.0,326,0,4959,0,S01,NetBanking,5%
2560,2020.05.19,859.0,,0,N/A,error,S02,CASH,N/A
2561,Sep 05 2015,242.0,93,2,0,378,S01,Credit Card,0
2562,2025.07.04,410.0,X300,3,0,0,S02,upi,0
2563,Jul 11 2025,1127.0,X300,one,3796,error, ,cash ,-50
2564,Feb 09 2023,518.0,X300,1,0,0,S03,NetBanking,0
2565,08/06/2018,749.0,121,one,0,error,,card,N/A
2566,May 28 2021,977.0,,3,0,0, ,Credit Card,5%
2567,Nov 17 2021,88.0,,2,"₹3,236",6472, ,cash ,-50
2568,10/10/2017,1129.0,X300,-1,3128,-3128,S02,upi,N/A
2569,2025-09-24,334.0,X300,3,0,0,S01,NetBanking,5%
2570,2024-09-03,1503.0,X300,3,N/A,error,S03,cash ,5%
2571,2021.08.23,1308.0,X300,-1,"₹4,788",-4931, ,CASH,-50
2571,2018.09.04,565.0,302,3,"₹3,698",11094, ,upi,5%
2573,Nov 06 2023,1185.0,,-1,N/A,error,,cash ,N/A
2574,2025.10.11,1192.0,X300,one,"₹4,531",error,,Credit Card,0
2575,13/05/2024,1150.0,,one,0,error,S01,Credit Card,10
2576,Sep 17 2023,290.0,X300,one,1870,error, ,Credit Card,-50
2577,Dec 20 2023,783.0,428,-1,"₹4,805",-4805, ,Credit Card,10
2578,04/12/2021,1238.0,47,1,"₹1,463",1463,S01,card,0
2579,2018.03.02,632.0,1,3,2691,8073,,card,10
2580,24/05/2018,622.0,230,0,N/A,error,S03,Credit Card,-50
2581,2025-06-01,60.0,X300,0,261,0,,cash ,10
2582,2025.02.12,690.0,X300,one,0,error,S03,CASH,10
2583,Feb 28 2019,1440.0,4,0,111,0,S01,cash ,0
2584,2021-07-06,728.0,X300,-1,0,0,,upi,-50
2585,2024-10-23,379.0,,-1,N/A,error,S02,Credit Card,10
2586,2021.05.08,77.0,X300,3,4253,12759, ,CASH,0
2587,16/03/2019,1156.0,X300,2,N/A,error,S02,cash ,N/A
2588,12/12/2016,386.0,,0,3992,0,S02,cash ,N/A
2589,05/07/2020,111.0,352,-1,0,152,,card,N/A
2590,Jul 30 2020,1465.0,,0,0,0,,upi,10
2591,Nov 09 2021,1375.0,,1,N/A,error,S03,CASH,N/A
2592,2018-03-09,216.0,X300,0,N/A,error,S02,upi,N/A
2593,18/11/2017,1409.0,,3,1129,3387, ,CASH,5%
2594,2019-06-04,913.0,X300,0,0,0,S02,cash ,0
2595,06/08/2023,790.0,,2,N/A,error,S03,cash ,10
2596,2022.03.20,95.0,X300,0,0,223,S01,cash ,5%
2597,2023.11.11,272.0,,0,1917,0,S02,upi,-50
2598,Dec 13 2025,635.0,323,2,N/A,error,S02,upi,-50
2599,2015-02-22,462.0,,one,"₹3,439",error,S03,cash ,-50
2600,2023-10-21,1438.0,,0,N/A,error,S03,NetBanking,10
2601,15/04/2018,292.0,X300,2,N/A,error,S02,NetBanking,-50
2602,2015-12-11,1560.0,,-1,N/A,error,S01,Credit Card,-50
2603,Jan 20 2015,971.0,X300,one,2334,error,S01,cash ,-50
2604,12/09/2022,1070.0,,1,1335,945,S01,NetBanking,5%
2605,2022-05-11,1335.0,,3,3304,9912, ,card,-50
2606,2025.06.08,846.0,,0,"₹2,549",-486,S02,card,-50
2607,07/04/2025,744.0,X300,one,0,error,S01,Credit Card,-50
2608,2016.06.07,202.0,,-1,N/A,error,S01,CASH,0
2608,2021-05-21,981.0,40,-1,N/A,error,,upi,10
2610,29/06/2019,569.0,265,1,N/A,error,S03,card,10
2611,Apr 08 2017,54.0,127,0,N/A,error, ,NetBanking,-50
2612,2025.04.15,19.0,,2,3852,7704, ,CASH,5%
2613,28/10/2018,1176.0,97,0,0,0,S01,Credit Card,10
2614,06/03/2017,472.0,,-1,0,0,S02,upi,0
2615,Jul 07 2024,96.0,X300,-1,1683,-1683, ,upi,0
2616,27/02/2017,839.0,94,1,2140,2140,S03,upi,10
2617,Oct 10 2020,1037.0,X300,2,N/A,error,S02,upi,N/A
2618,Sep 19 2018,1198.0,,1,N/A,error, ,cash ,N/A
2619,04/06/2020,1046.0,135,2,N/A,error, ,card,-50
2620,Aug 31 2021,284.0,,2,"₹1,504",3008, ,NetBanking,0
2621,14/01/2025,1104.0,191,2,N/A,error,S01,CASH,0
2622,Sep 12 2015,1291.0,,one,4884,error,S03,CASH,10
2623,2022.10.20,798.0,,3,N/A,error, ,Credit Card,0
2624,2017.07.17,187.0,428,one,2434,error, ,CASH,5%
2625,19/08/2016,129.0,232,1,N/A,error,S02,Credit Card,0
2626,May 18 2018,1013.0,,3,N/A,error,S01,upi,10
2627,2017.05.05,133.0,390,-1,"₹4,033",-4033,S03,Credit Card,10
2628,2015.11.09,286.0,X300,-1,514,-514,S03,NetBanking,10
2629,2024.05.24,1020.0,30,0,N/A,error,S02,Credit Card,10
2630,2024.10.22,948.0,X300,2,N/A,error,,Credit Card,N/A
2631,2016.06.25,118.0,X300,one,N/A,error,S01,Credit Card,0
2632,Feb 09 2018,222.0,,0,"₹1,866",0,S03,Credit Card,10
2633,May 19 2024,1319.0,87,one,222,error,S01,CASH,0
2634,02/04/2019,661.0,,2,0,0, ,card,10
2635,16/11/2015,805.0,210,one,0,error,,CASH,0
2636,02/04/2022,311.0,235,-1,N/A,error,S01,cash ,5%
2637,2019.01.10,1192.0,433,0,1923,0, ,NetBanking,-50
2638,2021-05-24,1420.0,130,one,N/A,error,S02,card,10
2639,Jun 10 2017,411.0,X300,one,"₹4,642",error, ,Credit Card,5%
2640,2017-01-07,1214.0,,0,N/A,error,S02,CASH,N/A
2641,2025.10.27,1526.0,X300,one,N/A,error,S01,card,N/A
2642,2018-05-31,831.0,,2,N/A,error,S03,cash ,0
2643,2015.03.16,372.0,X300,3,0,0,S02,NetBanking,5%
2644,17/06/2015,1033.0,X300,-1,N/A,error,S03,NetBanking,-50
2645,2024.09.21,321.0,168,one,584,error,,upi,10
2646,Nov 30 2024,590.0,360,one,1408,error,S03,NetBanking,0
2647,2024-05-10,302.0,X300,1,N/A,error,S02,NetBanking,5%
2648,2019.12.22,853.0,,-1,3847,-3847,S02,CASH,5%
2649,2025-05-24,152.0,,1,0,0, ,NetBanking,10
2650,Jul 02 2019,839.0,X300,2,0,0,S02,upi,-50
2651,Jul 24 2024,1411.0,461,-1,3053,-3053,S01,upi,0
2652,Nov 26 2018,963.0,X300,one,N/A,error,S02,cash ,10
2653,2023.08.15,557.0,X300,0,0,235,S02,upi,10
2654,Mar 08 2025,1234.0,,one,1994,error,,cash ,N/A
2655,2018.01.12,842.0,X300,0,0,-118,S02,cash ,5%
2656,11/10/2019,99.0,X300,2,N/A,error,S03,CASH,N/A
2657,2021-05-03,1567.0,54,2,0,0, ,NetBanking,N/A
2658,2016.05.25,839.0,205,-1,0,0, ,NetBanking,5%
2659,Apr 08 2022,780.0,50,-1,0,0,S01,CASH,N/A
2660,16/10/2015,664.0,,2,0,-71,S03,Credit Card,-50
2661,15/07/2015,1414.0,87,-1,"₹3,160",-3160,,cash ,0
2662,2020.02.19,527.0,,0,0,0, ,upi,-50
2663,Dec 15 2016,484.0,,2,459,918,S02,card,-50
2664,Dec 06 2025,170.0,,one,0,error, ,Credit Card,-50
2665,Jan 13 2025,1114.0,,3,3770,11011, ,cash ,-50
2666,25/02/2022,63.0,X300,3,0,0,S03,card,10
2667,Apr 13 2023,191.0,398,-1,3719,-3719,S02,Credit Card,0
2668,2018.12.10,348.0,,1,4225,4179,S03,upi,0
2669,14/06/2017,632.0,,2,3729,7458, ,cash ,-50
2670,May 04 2019,1214.0,,one,N/A,error,,card,-50
2671,Mar 14 2023,922.0,170,0,0,0,S02,upi,N/A
2672,2020-05-06,115.0,161,one,696,error,S02,Credit Card,-50
2673,2020.01.29,965.0,X300,0,2216,0,,cash ,10
2674,Oct 23 2025,1546.0,,-1,N/A,error,S02,upi,N/A
2675,2023.08.02,137.0,230,-1,4578,-4578,S02,Credit Card,N/A
2676,2015.12.20,1245.0,X300,2,"₹2,803",5606,S02,Credit Card,0
2677,2022-10-17,1389.0,397,one,1249,error,,NetBanking,5%
2678,2021-04-27,397.0,,3,N/A,error,,cash ,0
2679,2022.11.15,1244.0,X300,one,4175,error,S02,upi,-50
2680,Aug 07 2015,964.0,304,one,"₹2,468",error, ,Credit Card,0
2681,Oct 06 2021,1254.0,,2,2030,4060,,Credit Card,-50
2682,10/07/2020,635.0,X300,-1,N/A,error, ,upi,10
2683,Jun 12 2022,391.0,X300,2,"₹3,503",7006, ,card,10
2684,2020-07-30,1180.0,384,one,N/A,error,S03,CASH,0
2685,May 03 2016,218.0,,one,"₹3,784",error,S02,upi,5%
2686,May 15 2021,594.0,121,one,N/A,error,S03,CASH,0
2687,18/09/2021,1474.0,,one,N/A,error,S02,Credit Card,0
2688,2024-05-26,98.0,,1,0,0,S02,NetBanking,10
2689,Oct 21 2021,1323.0,X300,2,₹762,1524,S03,CASH,N/A
2690,2022.05.06,308.0,521,one,0,error,S02,Credit Card,N/A
2691,Oct 23 2019,992.0,106,0,"₹3,777",-463,S02,NetBanking,N/A
2692,27/04/2024,412.0,,-1,N/A,error, ,NetBanking,5%
2693,2022.02.01,530.0,X300,one,"₹2,650",error, ,card,5%
2694,09/11/2025,1492.0,,-1,4349,-4092,S02,cash ,10
2695,2016.03.17,1470.0,X300,3,2950,8850,S02,CASH,5%
2696,21/09/2020,132.0,,2,N/A,error,S03,card,10
2697,2022.06.15,1267.0,,2,N/A,error,,Credit Card,10
2698,Oct 05 2018,1591.0,,1,1962,1962, ,CASH,5%
2699,2018.04.12,1285.0,X300,-1,N/A,error,S01,card,N/A
2700,Jan 13 2024,537.0,,2,N/A,error, ,CASH,N/A
2701,2015-01-19,1145.0,83,3,"₹2,157",6471,S01,NetBanking,10
2702,2015-12-06,912.0,,-1,₹495,-495,S02,Credit Card,N/A
2703,28/11/2025,379.0,542,-1,109,-109,S01,CASH,5%
2704,2024-12-05,1567.0,,2,N/A,error,,card,10
2705,2021.01.30,653.0,,3,"₹4,628",13884, ,Credit Card,-50
2706,Dec 21 2018,4.0,59,0,₹545,0,S01,card,5%
2707,2016.08.12,195.0,348,one,"₹4,327",error, ,Credit Card,5%
2708,2023-01-26,1188.0,X300,2,N/A,error,S03,card,-50
2709,2025-08-16,718.0,X300,2,0,0,S01,card,10
2710,Aug 16 2016,1312.0,X300,one,4063,error,S03,CASH,5%
2711,10/09/2016,614.0,,-1,0,0,S02,CASH,0
2712,2023-09-18,1023.0,415,one,N/A,error,S02,cash ,10
2713,02/04/2025,1323.0,X300,0,N/A,error,S01,CASH,0
2714,2016-09-17,544.0,536,1,0,0,S02,CASH,-50
2715,2018-01-02,1343.0,X300,-1,0,0,S01,upi,10
2716,2023-02-13,166.0,,-1,"₹1,631",-1631,S02,Credit Card,0
2717,17/12/2016,593.0,X300,2,"₹3,066",6132,S02,NetBanking,10
2718,2015-05-16,145.0,507,2,845,1690,S02,cash ,N/A
2719,2022-10-15,939.0,445,2,797,1594,S02,Credit Card,-50
2720,2022-02-11,156.0,X300,3,0,-278,S03,CASH,0
2721,Nov 28 2016,926.0,,2,951,1902,S03,cash ,-50
2722,Sep 29 2022,555.0,128,3,"₹2,103",6309, ,Credit Card,10
2723,19/05/2024,1075.0,156,1,0,0,S02,card,N/A
2724,13/03/2022,431.0,,0,0,0,S03,Credit Card,-50
2725,2021.12.23,1137.0,,1,N/A,error,,card,N/A
2726,2019.05.15,53.0,X300,0,0,0, ,Credit Card,10
2727,2023-08-20,1358.0,X300,-1,"₹1,528",-1463,,upi,-50
2728,Jul 18 2018,1437.0,186,1,0,0,,card,10
2729,2021.08.20,828.0,198,3,0,0,,upi,0
2730,13/08/2015,418.0,X300,3,N/A,error, ,NetBanking,0
2731,Apr 02 2024,259.0,,-1,"₹2,150",-2150,S01,Credit Card,N/A
2732,2021.10.15,1126.0,,3,N/A,error, ,card,5%
2733,2024-06-04,1119.0,X300,-1,"₹1,018",-1018,,upi,0
2734,2017.11.03,48.0,,0,0,0,S01,NetBanking,-50
2735,25/06/2016,337.0,,-1,0,0,S02,card,-50
2736,25/02/2024,1490.0,,-1,"₹3,755",-3755,,upi,5%
2737,2018.12.31,1355.0,52,2,0,0, ,card,-50
2738,Oct 18 2019,1397.0,,1,"₹3,229",3229,,card,5%
2739,2018.04.06,158.0,57,2,0,0,S03,cash ,-50
2740,Jun 12 2025,279.0,220,3,N/A,error,S01,Credit Card,-50
2741,19/11/2017,1469.0,,1,2352,2352, ,card,N/A
2742,Jan 02 2017,286.0,57,1,₹221,221,,upi,5%
2743,2018.01.05,1066.0,,3,0,-411,S03,card,N/A
2744,27/08/2022,1313.0,,3,"₹1,414",4370,S03,upi,N/A
2745,2017.10.17,275.0,,3,0,0,S02,CASH,-50
2746,09/04/2019,988.0,,-1,0,0,,CASH,-50
2747,20/02/2018,984.0,,0,N/A,error,S03,cash ,0
2748,2021.08.09,1006.0,,-1,621,-621, ,NetBanking,10
2749,2017.02.19,1367.0,152,0,0,63,S01,Credit Card,-50
2750,28/02/2022,832.0,X300,2,N/A,error,S02,CASH,N/A
2751,16/10/2024,597.0,,-1,0,0,S01,cash ,5%
2752,2023.04.29,929.0,22,one,"₹1,491",error,S03,NetBanking,-50
2753,07/05/2024,1133.0,517,-1,₹816,-816,S01,Credit Card,5%
2754,2016-05-27,220.0,144,3,0,0,,Credit Card,0
2755,Jan 27 2017,225.0,141,-1,3919,-4406,,card,-50
2756,2019-02-09,1550.0,X300,3,0,0,S01,NetBanking,10
2757,2015-11-29,821.0,507,one,0,error,,NetBanking,N/A
2758,May 19 2024,165.0,X300,one,2609,error,S01,card,N/A
2759,2016-04-05,1251.0,,0,0,0,,Credit Card,10
2760,2018-05-14,390.0,,-1,0,0,S03,upi,0
2761,2024.10.11,390.0,538,3,N/A,error, ,CASH,-50
2762,2022.10.14,1585.0,,1,214,214,S01,Credit Card,0
2763,2019.11.22,573.0,480,-1,N/A,error,S01,Credit Card,-50
2764,2018-08-07,105.0,465,one,N/A,error,S03,NetBanking,5%
2765,10/08/2022,1409.0,149,one,3144,error,S03,Credit Card,N/A
2766,05/03/2015,204.0,,2,"₹4,342",8684,,upi,N/A
2767,20/05/2021,1053.0,,1,"₹2,954",2954,,cash ,-50
2768,Aug 01 2021,786.0,466,3,"₹4,554",13662, ,card,-50
2769,2018-11-24,1122.0,X300,3,303,909, ,cash ,0
2770,2016-11-06,152.0,X300,0,"₹2,051",0,S02,upi,10
2771,05/09/2022,1478.0,,-1,276,-276, ,upi,0
2772,Oct 31 2018,696.0,,2,0,0,S03,NetBanking,10
2773,Feb 27 2015,829.0,424,2,N/A,error,S02,CASH,5%
2774,07/09/2016,977.0,,-1,997,-997,,upi,5%
2775,16/09/2016,519.0,X300,1,N/A,error,,NetBanking,5%
2776,12/11/2018,1007.0,X300,2,N/A,error,S01,CASH,0
2777,Sep 14 2016,341.0,,one,0,error,S03,card,10
2778,Mar 27 2018,1536.0,X300,one,1324,error,S03,card,N/A
2779,Feb 08 2024,1206.0,119,one,N/A,error, ,card,5%
2780,20/04/2022,480.0,X300,0,"₹1,087",0, ,CASH,5%
2781,Mar 29 2023,1082.0,X300,0,"₹1,838",0,S03,Credit Card,5%
2781,28/06/2020,959.0,,3,1376,3803,,upi,0
2783,2020-07-25,1274.0,91,2,362,1078,S01,Credit Card,5%
2784,02/05/2023,229.0,X300,one,₹448,error,S02,Credit Card,5%
2785,20/10/2017,1003.0,X300,one,N/A,error,S02,CASH,0
2786,2025.07.09,1545.0,,2,"₹4,751",9502,S01,card,N/A
2787,2024-08-30,889.0,,1,0,0,S03,CASH,0
2788,22/08/2018,640.0,,2,3746,7492,S03,CASH,0
2789,2018.12.06,838.0,,0,"₹3,596",0,S01,cash ,10
2790,2018.06.11,234.0,454,1,N/A,error,S03,upi,5%
2791,15/11/2022,138.0,322,2,4900,9800,S02,upi,-50
2792,2016-02-09,397.0,192,-1,"₹4,111",-4111,S03,cash ,5%
2793,10/12/2017,1550.0,X300,2,N/A,error,S03,CASH,10
2794,2024-05-13,613.0,477,one,"₹3,440",error,S01,card,-50
2795,28/07/2020,245.0,X300,1,N/A,error, ,Credit Card,10
2796,Aug 14 2019,38.0,,2,0,0,S03,CASH,5%
2797,04/09/2015,1551.0,X300,2,N/A,error,S01,upi,10
2798,2025.01.23,15.0,X300,one,N/A,error,,cash ,10
2799,2020-05-27,1086.0,,0,781,0,,card,5%
2800,2017.04.03,882.0,,1,N/A,error,,cash ,0
2801,2017-09-18,701.0,224,one,"₹1,066",error,S01,upi,-50
2801,01/01/2023,586.0,,0,1701,0,S01,Credit Card,0
2803,26/07/2018,1029.0,,-1,N/A,error,S01,upi,10
2804,12/12/2016,384.0,,2,0,185,S03,CASH,5%
2805,2018.06.19,1308.0,X300,-1,0,0,S02,CASH,10
2806,Jun 13 2019,979.0,,3,"₹1,939",5817,S01,Credit Card,10
2807,2015-11-29,606.0,,one,0,error, ,CASH,5%
2808,Sep 12 2016,645.0,,one,0,error,,upi,10
2809,2022-07-19,153.0,263,0,1543,0,S02,card,-50
2810,Aug 07 2023,124.0,,1,0,408,S03,Credit Card,10
2811,Sep 19 2017,455.0,,1,3811,3724,,Credit Card,-50
2812,Dec 11 2024,1498.0,X300,1,0,0,S02,cash ,-50
2813,01/01/2015,1043.0,150,2,1180,2360,S01,Credit Card,5%
2814,2021-06-04,160.0,,2,N/A,error,S01,card,10
2815,2017-10-13,339.0,X300,1,510,510,S03,Credit Card,-50
2816,2019.06.09,533.0,X300,0,"₹2,788",0,S02,card,-50
2817,2018.10.21,544.0,X300,one,N/A,error,S02,upi,-50
2818,May 23 2015,1352.0,,0,"₹4,299",-160,S01,card,-50
2819,Aug 16 2024,849.0,,-1,N/A,error,,NetBanking,-50
2820,2018-01-27,1518.0,X300,1,"₹2,250",2250,S02,upi,10
2821,2024.02.13,1115.0,359,3,257,771,,NetBanking,N/A
2822,19/02/2018,572.0,477,-1,N/A,error, ,CASH,5%
2823,Jan 27 2019,140.0,,0,3737,0,S01,Credit Card,10
2824,Jul 12 2024,899.0,X300,one,N/A,error,S02,upi,N/A
2825,2020-10-01,1127.0,X300,0,0,0,S03,upi,10
2826,2015-06-09,1248.0,,one,N/A,error,,cash ,N/A
2827,Jun 03 2015,1489.0,470,one,2925,error,,cash ,0
2828,2017.04.23,816.0,X300,3,"₹2,681",8013,S03,cash ,0
2829,Jul 24 2019,119.0,503,0,"₹2,635",0,,cash ,10
2830,21/07/2024,1048.0,95,one,4799,error,S01,card,-50
2831,30/08/2019,697.0,508,1,809,809,S03,CASH,5%
2832,Oct 07 2023,361.0,X300,3,357,662,S03,upi,N/A
2833,2015-09-27,968.0,185,2,0,0,,CASH,N/A
2834,Jan 30 2025,17.0,,3,"₹4,843",14529,S03,cash ,5%
2835,Apr 16 2025,216.0,,-1,0,0, ,NetBanking,0
2836,2024.10.31,543.0,122,one,0,error,,upi,N/A
2837,Oct 28 2017,1524.0,X300,0,0,0,S01,Credit Card,0
2838,2017-10-03,1209.0,52,1,0,0,S03,Credit Card,10
2839,2025-03-07,1207.0,103,one,N/A,error,S03,NetBanking,10
2840,Jun 30 2024,769.0,X300,one,0,error,S03,CASH,0
2841,2025-10-03,900.0,X300,-1,0,0,S02,card,-50
2842,2021-08-08,1292.0,X300,1,"₹2,296",1958, ,upi,5%
2843,30/09/2020,606.0,X300,2,₹833,1666,,upi,-50
2844,11/09/2023,1571.0,X300,-1,4836,-4836,S02,NetBanking,5%
2845,2020-01-12,264.0,340,0,434,0,,NetBanking,10
2846,2021-08-23,35.0,,one,0,error,S02,card,-50
2847,26/02/2023,1289.0,373,-1,N/A,error, ,NetBanking,5%
2848,26/05/2021,732.0,,-1,N/A,error,S03,Credit Card,0
2849,Jun 27 2017,222.0,X300,3,4533,13599, ,upi,10
2850,2023-08-11,304.0,366,3,N/A,error, ,cash ,5%
2851,10/03/2019,1182.0,,-1,"₹2,293",-2672,S01,NetBanking,N/A
2852,2018-02-04,885.0,X300,0,"₹4,420",0,S01,Credit Card,0
2853,2019.02.04,1143.0,194,-1,4260,-4260,S02,cash ,N/A
2854,2021-01-03,270.0,,1,N/A,error,S03,card,N/A
2855,2018-04-11,917.0,X300,0,"₹4,153",0,S02,CASH,N/A
2856,13/09/2015,741.0,X300,1,0,0, ,cash ,10
2857,04/11/2024,1513.0,,one,0,error,S02,upi,N/A
2858,19/01/2019,1076.0,X300,0,0,0, ,cash ,-50
2859,2017-08-03,1440.0,X300,-1,N/A,error,S03,Credit Card,5%
2860,Apr 09 2020,347.0,X300,0,245,132,S01,upi,0
2861,Mar 11 2015,1097.0,329,-1,4515,-4515, ,CASH,10
2862,18/08/2022,413.0,X300,3,139,417,,card,5%
2863,14/05/2021,1130.0,X300,0,0,0,,cash ,N/A
2864,2021.05.10,770.0,X300,-1,"₹4,046",-4046, ,NetBanking,0
2865,2025.01.16,837.0,23,one,1211,error,S03,cash ,N/A
2865,2020.06.17,1122.0,,-1,0,0,S01,card,10
2867,15/07/2017,330.0,X300,1,0,0, ,NetBanking,0
2868,Jun 27 2016,1572.0,,3,3595,10785,S02,NetBanking,10
2869,17/11/2018,1422.0,X300,1,N/A,error,S02,NetBanking,-50
2870,Nov 06 2025,119.0,358,0,"₹1,618",0, ,upi,N/A
2871,2021.04.28,133.0,X300,one,N/A,error,S03,CASH,-50
2872,Aug 10 2016,1588.0,X300,-1,0,256, ,Credit Card,-50
2873,2022.12.01,959.0,389,1,0,0,S02,CASH,0
2874,Jun 13 2016,813.0,357,3,3816,11448,S02,card,N/A
2875,Nov 17 2017,1525.0,X300,0,N/A,error, ,cash ,10
2876,2025-04-25,1152.0,,3,0,0,S03,card,N/A
2877,2021.02.12,733.0,X300,-1,3924,-3598,,NetBanking,0
2878,Nov 17 2018,583.0,X300,2,0,0,,Credit Card,10
2879,Jan 01 2021,236.0,543,3,"₹1,429",4287, ,CASH,0
2880,2019-06-30,1134.0,X300,3,1960,5880,,card,10
2881,May 29 2017,1416.0,X300,3,4350,13050,S01,NetBanking,0
2882,2015.05.30,1179.0,89,2,"₹2,080",4160,S02,cash ,0
2883,Apr 20 2020,1397.0,X300,one,4542,error,S01,Credit Card,5%
2884,2020.12.30,232.0,55,2,N/A,error,S01,CASH,0
2885,Jun 16 2015,1036.0,X300,one,"₹1,906",error,S02,Credit Card,N/A
2886,2024.12.26,1051.0,X300,2,N/A,error,S03,NetBanking,10
2887,Jul 23 2021,498.0,163,3,0,0,,Credit Card,N/A
2888,29/09/2016,575.0,319,3,0,0, ,upi,10
2889,Jun 18 2017,284.0,123,one,0,error,S02,Credit Card,10
